id,competence_id,category_id,account_id,description,due_date,type,mode,value,installment_number,installment_total,status,recurring_transaction_id
1f553116-c94c-5112-aec4-7bb737ef90a9,d5928f55-8f30-5f90-b7bb-250ce97823d1,395210f9-cac7-5973-84bd-8eeff1c3733e,d6ea72ea-be3e-5d90-9703-d1671e512bf7,VIVO 5/6,2018-03-27,Despesa,parcelado,16.50,5,6,Pago,
a8c6152e-c4de-5ec2-952e-8483a07f46f3,a23cc9af-d60a-5ee2-9f31-ed1a4d5536b6,395210f9-cac7-5973-84bd-8eeff1c3733e,d6ea72ea-be3e-5d90-9703-d1671e512bf7,VIVO 6/6,2018-04-27,Despesa,parcelado,16.50,6,6,Pago,
7439a3c4-d9f2-5b0c-a343-94189b133de4,001becca-3103-5baa-8878-af67731ee477,ba01b2ed-bb46-5257-ae74-155f4193bc2d,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Dafiti 3/4,2018-01-25,Despesa,parcelado,31.26,3,4,Pago,
6eecb9f2-ed60-5053-9d91-39235e9255ec,4c9a638f-f39a-5220-8c34-1b6a73f4b339,ba01b2ed-bb46-5257-ae74-155f4193bc2d,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Dafiti 4/4,2018-02-25,Despesa,parcelado,31.24,4,4,Pago,
0ef115d4-3f09-5b04-9a82-aa0f98fe59b9,001becca-3103-5baa-8878-af67731ee477,f1e9746b-747d-53a5-9ebc-cd147db2d62a,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Pastilhas 2/3,2018-01-03,Despesa,parcelado,106.96,2,3,Pago,
3de9544b-3f16-548b-9a9c-5200148e6e65,4c9a638f-f39a-5220-8c34-1b6a73f4b339,f1e9746b-747d-53a5-9ebc-cd147db2d62a,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Pastilhas 3/3,2018-02-03,Despesa,parcelado,106.96,3,3,Pago,
a162c819-5a1b-5ce0-9884-0dc4940194ed,001becca-3103-5baa-8878-af67731ee477,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,6f173e4b-5f49-5601-bd75-e7e30a563c96,Babi,2018-01-05,Despesa,unico,2147.86,,,Pago,
af8ce3eb-a0de-55aa-aa1d-26651eb85e08,001becca-3103-5baa-8878-af67731ee477,6a41ef81-6f1a-5ca4-9487-40bec029bf6c,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Arno 2/3,2018-01-16,Despesa,parcelado,119.90,2,3,Pago,
cbd5bea2-2ae6-517d-930e-0f18bb64ca4d,4c9a638f-f39a-5220-8c34-1b6a73f4b339,6a41ef81-6f1a-5ca4-9487-40bec029bf6c,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Arno 3/3,2018-02-16,Despesa,parcelado,119.90,3,3,Pago,
4dab8510-b6f6-58cb-99f4-6ea63371b690,001becca-3103-5baa-8878-af67731ee477,6a41ef81-6f1a-5ca4-9487-40bec029bf6c,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Ri Happy 2/2,2018-01-19,Despesa,parcelado,129.99,2,2,Pago,
451f960e-104d-5b80-ad4d-d4841ce02fc1,001becca-3103-5baa-8878-af67731ee477,ba01b2ed-bb46-5257-ae74-155f4193bc2d,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Zara 2/2,2018-01-30,Despesa,parcelado,138.50,2,2,Pago,
d9f480ae-ec90-54d7-9902-a04a64aafff2,001becca-3103-5baa-8878-af67731ee477,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Saldo anterior,2018-01-01,Receita,unico,928.93,,,Recebido,
af5e8e93-53e7-59b0-96fe-422f647d544d,001becca-3103-5baa-8878-af67731ee477,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Rodrigo,2018-01-09,Receita,unico,2000.00,,,Recebido,
b7ae0306-b366-5e08-a9c9-980abe4e6c2c,001becca-3103-5baa-8878-af67731ee477,47588b31-6300-5caf-945c-14404bc67e61,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Amil Odonto,2018-01-10,Despesa,unico,66.30,,,Pago,
fd83d94b-4ef4-54a9-af77-c256f079433c,001becca-3103-5baa-8878-af67731ee477,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Condomínio,2018-01-10,Despesa,unico,434.63,,,Pago,
56b9d10a-0615-5f2b-beb7-e2d4d3232af4,001becca-3103-5baa-8878-af67731ee477,395210f9-cac7-5973-84bd-8eeff1c3733e,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Pensão Gael,2018-01-15,Despesa,unico,850.00,,,Pago,
f9ee67b4-3949-57ef-9bb0-cee077956c31,001becca-3103-5baa-8878-af67731ee477,98cadd9b-a4cd-519b-baa4-3e9f421b8f27,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Luz,2018-01-19,Despesa,unico,103.58,,,Pago,
10df9c2f-7dc6-5f78-8a88-0ab16a041805,001becca-3103-5baa-8878-af67731ee477,a5fe8c90-e1a3-5288-9fee-90c2670ad4c2,b9e6f67e-29a9-5746-aaf0-968723c3bb76,IPTU 01/12,2018-01-22,Despesa,unico,112.51,,,Pago,
68ccfe78-f413-521e-b500-a1116f068d86,001becca-3103-5baa-8878-af67731ee477,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,b9e6f67e-29a9-5746-aaf0-968723c3bb76,NET,2018-01-22,Despesa,unico,225.44,,,Pago,
7889cc3b-e448-5a18-bacc-4d648f1f28bf,001becca-3103-5baa-8878-af67731ee477,3b849d7f-d5f3-55c0-b6e1-8bfb63e02f37,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Netflix,2018-01-22,Despesa,unico,27.90,,,Pago,
819fa6be-1a28-5e6e-b06e-40cd6bc3683d,001becca-3103-5baa-8878-af67731ee477,35f39113-9ab1-503b-9b06-c191c8394e6e,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Pensão Isabella,2018-01-30,Despesa,unico,477.00,,,Pago,
067a5fea-eaa2-50dc-8fd1-4e5400c42c58,001becca-3103-5baa-8878-af67731ee477,91ceda1f-541b-5ebd-9947-7971d754fa4f,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Saldo Anterior,2018-01-01,Receita,unico,3585.00,,,Recebido,
d9b531b4-7e0e-5b92-9a46-619da13bdb1d,001becca-3103-5baa-8878-af67731ee477,91ceda1f-541b-5ebd-9947-7971d754fa4f,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Pagamento,2018-01-03,Receita,unico,7100.00,,,Recebido,
97fbeb58-ac53-5c8f-88e1-dd0d39f34735,001becca-3103-5baa-8878-af67731ee477,91ceda1f-541b-5ebd-9947-7971d754fa4f,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Decimo Terceiro,2018-01-01,Receita,unico,13267.00,,,Recebido,
0edced66-e376-52bf-8ab9-54f2904955c3,001becca-3103-5baa-8878-af67731ee477,a5fe8c90-e1a3-5288-9fee-90c2670ad4c2,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Impostos + Contador,2018-01-09,Despesa,unico,1565.00,,,Pago,
220fe96e-92b5-5bae-bb54-143244e97fa1,001becca-3103-5baa-8878-af67731ee477,6c8fb56c-c294-5f41-99ff-0a626001597d,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Cartão Mãe,2018-01-09,Despesa,unico,2412.00,,,Pago,
134e7f14-c409-50cc-aaa4-7add365432e7,001becca-3103-5baa-8878-af67731ee477,587dcd2d-255f-559a-8da4-9b3241e27eb4,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Faxineira,2018-01-09,Despesa,unico,150.00,,,Pago,
b6ddb2c1-47e4-5758-acb4-f598a4c34148,001becca-3103-5baa-8878-af67731ee477,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Santander,2018-01-14,Despesa,unico,325.00,,,Pago,
2ed89562-0993-5819-b559-dbdd5de078e2,001becca-3103-5baa-8878-af67731ee477,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Porto Seguro,2018-01-15,Despesa,unico,3252.00,,,Pago,
5bf99cfa-e9a5-5a70-8b47-40176e37aaa2,001becca-3103-5baa-8878-af67731ee477,44845fdc-7609-5756-a995-8c98936781c8,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Paulista,2018-01-01,Despesa,unico,35.00,,,Pago,
18244d41-0fa8-52ac-9d28-3156cff2f2cb,001becca-3103-5baa-8878-af67731ee477,2f93b210-3ea6-530f-be81-74390ff813e6,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Presentinho Babi,2018-01-04,Despesa,unico,150.00,,,Pago,
f8b3d75c-c362-5a5a-a0aa-8f29b711a311,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Jantar,2018-01-04,Despesa,unico,100.00,,,Pago,
9349763e-8640-5aff-b513-88e009983ec1,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Lanchonete,2018-01-04,Despesa,unico,18.00,,,Pago,
b3baa80a-12b2-5142-b39b-ed1183ccff38,001becca-3103-5baa-8878-af67731ee477,23f6854c-b99d-5a48-b870-bcd64073330b,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Gasolina,2018-01-04,Despesa,unico,199.35,,,Pago,
60b4bbf5-7dd8-5e1f-aff7-d62dec94588a,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Janela com Tramela,2018-01-04,Despesa,unico,122.50,,,Pago,
d66adfe3-64a7-5cdb-8795-a88568df3c02,001becca-3103-5baa-8878-af67731ee477,44845fdc-7609-5756-a995-8c98936781c8,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Yogoberry,2018-01-03,Despesa,unico,21.00,,,Pago,
ca1a5fa1-6d3c-5928-a202-9de00740c2dc,001becca-3103-5baa-8878-af67731ee477,44845fdc-7609-5756-a995-8c98936781c8,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Si Senor,2018-01-03,Despesa,unico,68.01,,,Pago,
b246926a-dfda-562b-b2a9-f9eaa4625908,001becca-3103-5baa-8878-af67731ee477,44845fdc-7609-5756-a995-8c98936781c8,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Estacionamento,2018-01-03,Despesa,unico,8.00,,,Pago,
5e168533-d871-50b7-ad38-491b30f60e1f,001becca-3103-5baa-8878-af67731ee477,44845fdc-7609-5756-a995-8c98936781c8,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Lindt,2018-01-03,Despesa,unico,96.80,,,Pago,
a91e2a4a-a75b-5e67-8eef-2d4ef9f97e63,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Pedágios,2018-01-04,Despesa,unico,40.00,,,Pago,
62b12e5c-b044-5382-b4fc-3876706d52cc,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Babi,2018-01-07,Receita,unico,50.00,,,Recebido,
56894eaa-a4ed-5068-bfb1-ccce285929d0,001becca-3103-5baa-8878-af67731ee477,f3e57edf-0e8f-5aef-b6c1-21155c907fb6,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Tarifa Maxiconta,2018-01-05,Despesa,unico,26.70,,,Pago,
46d6a4b0-3ba8-512a-9dde-e106b605b177,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Pousada Colina das Andorinhas,2018-01-06,Despesa,unico,548.00,,,Pago,
19a9d0a1-17d1-5a34-8f6f-e152bc423367,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Baden Baden,2018-01-07,Despesa,unico,117.04,,,Pago,
0fdaa487-5638-5e09-9596-45da91e0f56e,001becca-3103-5baa-8878-af67731ee477,e44e6c35-dc8f-5410-ad7b-bafc54670f02,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Bar da Santa,2018-01-03,Despesa,unico,60.80,,,Pago,
2d3001d8-f9a9-5f15-be40-7ee4da6cfd37,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,A Pioneira,2018-01-05,Despesa,unico,70.78,,,Pago,
0eddabcf-956c-57e1-b231-c3ad34903383,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Supermercado,2018-01-07,Despesa,unico,23.86,,,Pago,
d35b3c59-0a06-579e-bf08-5cead58a44e3,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Lanches,2018-01-07,Despesa,unico,129.00,,,Pago,
ea277d10-72ef-58e0-9415-94c3407e5a1b,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Cerveja,2018-01-08,Despesa,unico,22.00,,,Pago,
c8ee1027-b1f3-5204-9d01-492be7b1e4c5,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Gasolina,2018-01-06,Despesa,unico,100.00,,,Pago,
cc83f062-7ba1-5c05-96fb-a123db2c9f08,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Cachoeiras,2018-01-07,Despesa,unico,30.00,,,Pago,
6dac94d2-02bd-5523-a180-d651d0ba7aca,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Outros,2018-01-07,Despesa,unico,76.00,,,Pago,
0426b8d6-af87-5116-81c5-ef9a39e5b5a5,001becca-3103-5baa-8878-af67731ee477,0be220c4-ef76-5984-b1cb-c67c54727eba,ab0a4e7d-332c-5b6c-8661-b3c803d77347,IPVA,2018-01-09,Despesa,unico,1730.00,,,Pago,
fd8cfc89-3975-50df-ae41-c9e336920a5c,001becca-3103-5baa-8878-af67731ee477,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Itau PF,2018-01-08,Despesa,unico,2000.00,,,Pago,
224ff6ae-1962-5cd1-984b-f474b4065594,001becca-3103-5baa-8878-af67731ee477,6a41ef81-6f1a-5ca4-9487-40bec029bf6c,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Presentes,2018-01-08,Despesa,unico,155.00,,,Pago,
24307da7-abaf-528a-83a4-7c32ab24b53e,001becca-3103-5baa-8878-af67731ee477,3b849d7f-d5f3-55c0-b6e1-8bfb63e02f37,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Jabuca - Amil,2018-01-08,Despesa,unico,115.00,,,Pago,
2f30f71d-99c5-5807-99ec-9f1681437a42,001becca-3103-5baa-8878-af67731ee477,e44e6c35-dc8f-5410-ad7b-bafc54670f02,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Lottery,2018-01-08,Despesa,unico,310.00,,,Pago,
06e0966f-4b51-5b38-a512-e4d2e6f8f354,001becca-3103-5baa-8878-af67731ee477,3b849d7f-d5f3-55c0-b6e1-8bfb63e02f37,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Uber,2018-01-10,Despesa,unico,47.79,,,Pago,
478927d8-d19b-5615-b78e-4f571bc22b31,001becca-3103-5baa-8878-af67731ee477,3b849d7f-d5f3-55c0-b6e1-8bfb63e02f37,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Rancho Urbano,2018-01-10,Despesa,unico,142.45,,,Pago,
0cbe9722-67cc-5b9d-98b2-dedd6dd7f8d1,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Gasolina,2018-01-08,Despesa,unico,181.00,,,Pago,
7e0ecae3-8253-5d54-87e6-206a8d331569,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Pedágios,2018-01-08,Despesa,unico,32.00,,,Pago,
ff817bb6-330e-5a83-823e-3447e609e074,001becca-3103-5baa-8878-af67731ee477,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Nespresso,2018-01-03,Despesa,unico,73.00,,,Pago,
78e7f265-b944-59ab-ad0b-ed0f11074410,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Mercado,2018-01-05,Despesa,unico,36.83,,,Pago,
e2280c9d-120d-5b17-a1f0-a066d8760420,001becca-3103-5baa-8878-af67731ee477,35f39113-9ab1-503b-9b06-c191c8394e6e,ab0a4e7d-332c-5b6c-8661-b3c803d77347,iPhone X,2018-01-22,Despesa,unico,3650.00,,,Pago,
1eb28cb2-c598-57c4-a161-9bae5d0ec770,001becca-3103-5baa-8878-af67731ee477,796f9c5a-4466-57f5-8e65-b7dd43b62550,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Extra,2018-01-12,Despesa,unico,53.22,,,Pago,
328a93f2-def1-594a-88f7-32945aa79124,001becca-3103-5baa-8878-af67731ee477,b2f9cd0f-cd89-5974-884f-10497e05861c,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Andiamo,2018-01-12,Despesa,unico,87.50,,,Pago,
56aa3cff-1c4e-50ac-b7d1-a1ba3419c2a8,001becca-3103-5baa-8878-af67731ee477,0be220c4-ef76-5984-b1cb-c67c54727eba,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Troca de óleo,2018-01-12,Despesa,unico,160.00,,,Pago,
191c3e60-fb46-59f3-9ee9-6414345b08c9,001becca-3103-5baa-8878-af67731ee477,6a41ef81-6f1a-5ca4-9487-40bec029bf6c,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Presente Lu,2018-01-13,Despesa,unico,173.00,,,Pago,
04dce218-fa9e-5cc8-8e74-4d2fa612f390,4c9a638f-f39a-5220-8c34-1b6a73f4b339,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Cartão Ro,2018-02-01,Despesa,unico,2650.50,,,Pago,
956c773b-498e-56ab-9774-6ca59a3be336,001becca-3103-5baa-8878-af67731ee477,3a698f23-b5a2-5323-b9dc-f82cc67d3003,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Tempero das Gerais,2018-01-14,Despesa,unico,192.88,,,Pago,
7ed824d3-fbbf-51fe-88c0-afd235da9f00,001becca-3103-5baa-8878-af67731ee477,9084ea7e-5ab5-5ea4-b8dc-5b5d7a666e3d,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Morumbi Shopping,2018-01-14,Despesa,unico,16.00,,,Pago,
35d91429-295e-5707-9ff7-ede1f3c62436,001becca-3103-5baa-8878-af67731ee477,06ffc9fe-e245-585a-bdd4-1f84b63111f0,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Sunglasses Hut 1/10,2018-01-14,Despesa,parcelado,77.35,1,12,Pago,
d469f9d3-e2ab-54c8-a046-d6118ee28afd,4c9a638f-f39a-5220-8c34-1b6a73f4b339,06ffc9fe-e245-585a-bdd4-1f84b63111f0,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Sunglasses Hut 2/10,2018-02-14,Despesa,parcelado,77.35,2,12,Pago,
2adc2ceb-0417-5ec3-bf93-c6fac087aea0,d5928f55-8f30-5f90-b7bb-250ce97823d1,06ffc9fe-e245-585a-bdd4-1f84b63111f0,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Sunglasses Hut 3/10,2018-03-14,Despesa,parcelado,77.35,3,12,Pago,
c27a1b31-ee30-5f74-9928-41f3f63a6810,a23cc9af-d60a-5ee2-9f31-ed1a4d5536b6,06ffc9fe-e245-585a-bdd4-1f84b63111f0,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Sunglasses Hut 4/10,2018-04-14,Despesa,parcelado,77.35,4,12,Pago,
3b56f1c6-f274-5cb5-9f25-a1f04e5dd911,6118cfef-5fba-5264-9c47-3e1966f2304f,06ffc9fe-e245-585a-bdd4-1f84b63111f0,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Sunglasses Hut 5/10,2018-05-14,Despesa,parcelado,77.35,5,12,Pago,
9ef297f2-30da-592d-be0e-ede65017754e,7960592f-41a7-5c83-814b-303da99b2f36,06ffc9fe-e245-585a-bdd4-1f84b63111f0,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Sunglasses Hut 6/10,2018-06-14,Despesa,parcelado,77.35,6,12,Pago,
4473099d-78a3-5f23-954a-6243999b3c86,90cb2855-e8a4-5d37-9739-66d219aaddad,06ffc9fe-e245-585a-bdd4-1f84b63111f0,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Sunglasses Hut 7/10,2018-07-14,Despesa,parcelado,77.35,7,12,Pago,
acff7eb7-de83-5da4-9a9f-68c6561d7573,c3312c01-bfc2-55a0-ac58-3983c6cc625e,06ffc9fe-e245-585a-bdd4-1f84b63111f0,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Sunglasses Hut 8/10,2018-08-14,Despesa,parcelado,77.35,8,12,Pago,
b0b8b948-627c-5411-9a67-43ca500030bb,7dbb7303-31eb-55bb-8a0a-a5bed062d075,06ffc9fe-e245-585a-bdd4-1f84b63111f0,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Sunglasses Hut 9/10,2018-09-14,Despesa,parcelado,77.35,9,12,Pago,
a678f293-cbf9-5128-bb6a-2501820c938e,1fe2a47c-e0eb-50a5-b1d2-3c258a62bdeb,06ffc9fe-e245-585a-bdd4-1f84b63111f0,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Sunglasses Hut 10/10,2018-10-14,Despesa,parcelado,77.35,10,12,Pago,
d8c97f04-695c-5991-82e1-f0fb663ab588,001becca-3103-5baa-8878-af67731ee477,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Padaria,2018-01-15,Despesa,unico,3.00,,,Pago,
0f1632b0-b2c8-500e-87a1-bffe5ef7152c,001becca-3103-5baa-8878-af67731ee477,23f6854c-b99d-5a48-b870-bcd64073330b,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Gasolina,2018-01-15,Despesa,unico,186.00,,,Pago,
055c13e6-95a6-54f4-9ece-c38dba65666d,001becca-3103-5baa-8878-af67731ee477,9084ea7e-5ab5-5ea4-b8dc-5b5d7a666e3d,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Pedágios,2018-01-14,Despesa,unico,26.00,,,Pago,
d25d52be-704e-5eeb-b8fa-79b73c9e6336,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Juquei,2018-01-21,Despesa,unico,300.00,,,Pago,
bcfb8fc0-c799-5d47-818c-8a2b2d19b861,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Peruibe,2018-01-21,Despesa,unico,47.95,,,Pago,
7c65d3db-6fd9-527d-bbdb-4125d20d1d4b,001becca-3103-5baa-8878-af67731ee477,bb431d16-7647-53c4-ba05-36cea76f0588,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Tenesse,2018-01-16,Despesa,unico,180.59,,,Pago,
d1f427a2-5d88-5c61-87c4-dd451901dff4,001becca-3103-5baa-8878-af67731ee477,23f6854c-b99d-5a48-b870-bcd64073330b,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Combustível,2018-01-21,Despesa,unico,73.90,,,Pago,
